gene	p_val	avg_diff	pct.1	pct.2	CellType	Exp	Exp+
Tecpr1	7.73517E-64	0.828280943	0.331	0.057	Leydig	0.957058356	1.765230993
Tmem147	8.92349E-64	0.827117217	0.545	0.261	Leydig	1.373343815	1.858524117
1110001J03Rik	5.15926E-63	0.825067164	0.487	0.21	Leydig	1.224428621	1.78003256
Uqcrh	1.14884E-62	0.798720694	0.707	0.457	Leydig	1.92642237	2.229520495
H1f0	1.22349E-62	0.84971552	0.379	0.057	Leydig	1.083126707	1.817373907
Prdx5	1.32793E-62	0.860624685	0.643	0.351	Leydig	1.713762716	2.088459321
Uba1	6.72406E-62	0.815166183	0.439	0.106	Leydig	1.104248544	1.720855279
Uqcrb	9.90921E-62	0.812208482	0.697	0.437	Leydig	1.875243132	2.188068166
Tuba1c	1.15343E-60	0.924292205	0.484	0.121	Leydig	1.318904668	1.895949095
Bcap31	1.60515E-59	0.779502675	0.408	0.075	Leydig	1.073316095	1.744391918
Ccs	2.18917E-59	0.740760176	0.439	0.206	Leydig	1.101852131	1.717911249
Gadd45gip1	2.64167E-59	0.792266631	0.494	0.218	Leydig	1.272274816	1.825229694
Tfdp2	1.65533E-58	0.773969142	0.417	0.097	Leydig	1.091425463	1.747877082
Ctsf	5.43233E-58	0.814495645	0.315	0.04	Leydig	0.970082563	1.823869608
Mcfd2	1.41908E-57	0.809268113	0.433	0.125	Leydig	1.123881263	1.756978559
Atpif1	3.43539E-56	0.693516776	0.882	0.677	Leydig	2.646600577	2.763587479
Ndufs3	1.06545E-55	0.736096925	0.535	0.318	Leydig	1.358872654	1.857066178
Gcsh	2.12542E-55	0.720281482	0.347	0.058	Leydig	0.910093511	1.663283385
Ndufa6	2.88654E-55	0.705260115	0.787	0.54	Leydig	2.077845922	2.290772685
Ndufb4	8.83893E-53	0.741911591	0.529	0.314	Leydig	1.366529391	1.875889198
Txndc17	1.42331E-52	0.775648448	0.436	0.144	Leydig	1.131183148	1.759853012
Ndufa10	3.22443E-52	0.722394951	0.554	0.25	Leydig	1.327503226	1.792034367
Vcp	3.2257E-52	0.767350402	0.596	0.295	Leydig	1.560349817	1.989844923
Tmem234	6.01456E-52	0.740610218	0.541	0.249	Leydig	1.366774732	1.856041592
Iscu	1.65094E-51	0.731070946	0.462	0.256	Leydig	1.220863008	1.820643141
Pccb	6.03898E-51	0.697232604	0.369	0.081	Leydig	0.910387364	1.613532119
Cox20	1.37851E-49	0.710329884	0.497	0.264	Leydig	1.20966694	1.74656934
Wipi1	2.24667E-49	0.759363077	0.404	0.145	Leydig	1.064014956	1.739175997
Sdha	2.93609E-49	0.7341282	0.49	0.251	Leydig	1.248180357	1.802497317
Tgoln1	1.90699E-48	0.764809353	0.494	0.216	Leydig	1.324759668	1.886133067
Sdf2	1.27241E-47	0.720036912	0.389	0.102	Leydig	0.995817452	1.685150414
Ndufv3	1.29322E-47	0.70717173	0.481	0.271	Leydig	1.261887117	1.83504024
Nrip1	2.34117E-47	0.75284391	0.306	0.049	Leydig	0.94708016	1.81839064
Adipor2	4.75347E-47	0.716491333	0.366	0.091	Leydig	0.968338489	1.697511616
Mpg	1.95264E-46	0.723528932	0.392	0.16	Leydig	1.034594552	1.728246673
Tob1	2.20055E-46	0.778017743	0.411	0.169	Leydig	1.164574334	1.850992488
Ufc1	1.56786E-45	0.718544435	0.443	0.222	Leydig	1.158890361	1.7815495
1810037I17Rik	2.57434E-45	0.727948883	0.554	0.276	Leydig	1.416386006	1.892254297
Sec13	4.88005E-45	0.717369557	0.465	0.233	Leydig	1.204930636	1.795939848
Zfp106	5.10318E-43	0.734522568	0.459	0.212	Leydig	1.219746122	1.825116967
Ctage5	1.08777E-40	0.763742203	0.462	0.186	Leydig	1.322042004	1.939819725
Dynlt3	7.03846E-39	0.721008114	0.455	0.17	Leydig	1.191107776	1.79674413
Cpxm1	2.88558E-34	0.698733386	0.366	0.116	Leydig	1.109681452	1.879777082
Rhox8	0	3.397936018	0.88	0.037	Sertoli	3.592050664	3.716719238
Cst9	0	3.173250842	0.861	0.071	Sertoli	3.488745249	3.634041149
Cst12	0	3.053388007	0.855	0.063	Sertoli	3.321396317	3.47280419
Aard	0	2.800525581	0.82	0.062	Sertoli	3.073122102	3.262889232
Amhr2	0	2.689225422	0.795	0.044	Sertoli	2.855380256	3.073010488
Hmgn5	0	2.601236479	0.661	0.046	Sertoli	2.849290923	3.243877419
Gatm	0	2.466217987	0.767	0.032	Sertoli	2.618334394	2.866740792
Defb36	0	2.440558829	0.66	0.041	Sertoli	2.589080194	2.979044282
Espn	0	2.387432451	0.647	0.05	Sertoli	2.508238828	2.914321853
Basp1	0	2.347792004	0.678	0.023	Sertoli	2.444598773	2.804753742
1700011M02Rik	0	2.319328329	0.635	0.029	Sertoli	2.437075268	2.85890742
Ppp1r9a	0	2.229902483	0.611	0.052	Sertoli	2.383011372	2.839145389
Tsx	0	2.219704432	0.639	0.025	Sertoli	2.327182884	2.738975701
Htatsf1	0	2.216127841	0.689	0.118	Sertoli	2.706156252	3.057198002
Wfdc10	0	2.156586311	0.572	0.024	Sertoli	2.246120533	2.759109561
Bod1l	0	2.145067268	0.636	0.201	Sertoli	2.743936973	3.172320623
1700019B21Rik	0	2.137912394	0.542	0.037	Sertoli	2.333320954	2.89956385
Gm9112	0	2.100214204	0.564	0.028	Sertoli	2.20801541	2.732293387
Defb45	0	2.083358905	0.497	0.025	Sertoli	2.177969685	2.818566976
Sin3b	0	2.071513849	0.861	0.505	Sertoli	3.225220622	3.369757612
Gm3880	0	2.026583045	0.515	0.022	Sertoli	2.110348359	2.712903393
Mum1l1	0	1.990074278	0.597	0.081	Sertoli	2.266170414	2.738732647
Kif21a	0	1.984702788	0.548	0.048	Sertoli	2.092869486	2.636820452
Cldn11	0	1.981103617	0.561	0.016	Sertoli	2.03897793	2.558552784
Tmem184a	0	1.962956903	0.603	0.026	Sertoli	2.040991484	2.493877021
Etd	0	1.874011949	0.506	0.018	Sertoli	1.942253962	2.550253651
Gm14569	0	1.85298315	0.497	0.016	Sertoli	1.91673324	2.53912714
Gm2044	0	1.800689577	0.413	0.007	Sertoli	1.826902203	2.611047792
Maged1	0	1.79326362	0.623	0.116	Sertoli	2.177658308	2.60694134
4933402E13Rik	0	1.769174855	0.494	0.011	Sertoli	1.816474248	2.435589085
Ttyh1	0	1.763360295	0.508	0.026	Sertoli	1.839844755	2.436207527
Helz	0	1.757923177	0.527	0.084	Sertoli	1.942316895	2.512678273
Etnk2	0	1.7133645	0.486	0.016	Sertoli	1.7745386	2.405481621
Sdc4	0	1.690377401	0.531	0.037	Sertoli	1.905486981	2.465808509
Trim7	0	1.690106774	0.433	0.009	Sertoli	1.716817369	2.447128104
Klhl23	0	1.577775893	0.454	0.019	Sertoli	1.657302903	2.336547666
Gstm7	0	1.577704839	0.452	0.016	Sertoli	1.635042462	2.316336335
Nxf3	0	1.552564978	0.41	0.008	Sertoli	1.583380865	2.346612738
Cyb5r1	0	1.535868239	0.46	0.024	Sertoli	1.620605622	2.284427238
Ppt1	0	1.535445174	0.696	0.289	Sertoli	2.335798581	2.668466696
Ormdl3	0	1.534728116	0.525	0.127	Sertoli	1.861713843	2.429203094
Bex4	0	1.52624682	0.435	0.036	Sertoli	1.680410467	2.400604572
Camkk2	0	1.511248308	0.461	0.059	Sertoli	1.659684056	2.325320701
Daam2	0	1.506565738	0.389	0.008	Sertoli	1.5317425	2.334226151
Reep1	0	1.500843851	0.435	0.025	Sertoli	1.560043956	2.267024369
Map4k4	0	1.496920789	0.439	0.032	Sertoli	1.632545592	2.340167181
Sox9	0	1.495372792	0.414	0.014	Sertoli	1.542070654	2.290246931
Cgn	0	1.493829328	0.411	0.026	Sertoli	1.572097574	2.331697219
Rhox5	0	1.486162814	0.314	0.009	Sertoli	1.523273594	2.519835094
Kdm7a	0	1.485602817	0.504	0.122	Sertoli	1.79447261	2.394478217
Mro	0	1.47686512	0.409	0.008	Sertoli	1.504043214	2.257877379
Syne2	0	1.46571811	0.457	0.166	Sertoli	1.868927656	2.564375883
Laptm4b	0	1.463937103	0.477	0.16	Sertoli	1.767354868	2.414466193
Lrp8	0	1.460391997	0.405	0.077	Sertoli	1.611190297	2.389708299
Upf3b	0	1.454212647	0.457	0.193	Sertoli	1.924123714	2.625422463
Nfat5	0	1.445548981	0.391	0.072	Sertoli	1.681012424	2.498855838
Ncoa2	0	1.445354272	0.425	0.085	Sertoli	1.618207092	2.35351414
Adora1	0	1.439548831	0.393	0.007	Sertoli	1.464970306	2.248296789
Ptpre	0	1.437655034	0.359	0.013	Sertoli	1.48496391	2.351369259
Gprasp1	0	1.434209945	0.382	0.03	Sertoli	1.548885889	2.370492092
Eppin	0	1.423051936	0.371	0.064	Sertoli	1.545586365	2.392701609
8030411F24Rik	0	1.41821314	0.357	0.012	Sertoli	1.459509648	2.328624858
Cycs	0	1.406289436	0.437	0.076	Sertoli	1.675026053	2.390677409
Wipf3	0	1.397940795	0.381	0.011	Sertoli	1.444036362	2.250991055
Flrt1	0	1.396460691	0.365	0.011	Sertoli	1.441239095	2.287210688
Tnik	0	1.383181149	0.365	0.013	Sertoli	1.434950894	2.279805599
Trank1	0	1.380638064	0.359	0.022	Sertoli	1.462675235	2.326426788
Ninl	0	1.363478402	0.441	0.152	Sertoli	1.676266226	2.384301104
Cdk5	0	1.357596657	0.406	0.032	Sertoli	1.466708037	2.219901054
Tspyl2	0	1.355603762	0.376	0.02	Sertoli	1.432150267	2.249249672
Myo6	0	1.344475432	0.378	0.07	Sertoli	1.524889719	2.351749889
Gstm6	0	1.339044166	0.378	0.016	Sertoli	1.398546636	2.20520929
Agpat4	0	1.328527778	0.366	0.01	Sertoli	1.366139889	2.193650541
Hdac6	0	1.328039475	0.386	0.027	Sertoli	1.438719445	2.233825831
Mtap7d3	0	1.325113384	0.369	0.125	Sertoli	1.586907292	2.444898381
Gprasp2	0	1.322568908	0.351	0.01	Sertoli	1.363325507	2.229920093
Nudc	0	1.31747524	0.537	0.238	Sertoli	1.936139247	2.489047048
Dmrtc1a	0	1.313433903	0.381	0.044	Sertoli	1.411214883	2.212446326
Alad	0	1.307903957	0.437	0.079	Sertoli	1.536472473	2.234462379
Slc30a2	0	1.305759214	0.367	0.017	Sertoli	1.38156569	2.209745263
Trrap	0	1.303276341	0.372	0.048	Sertoli	1.430289133	2.256043619
Gpm6b	0	1.30309172	0.344	0.022	Sertoli	1.404232738	2.29577978
Mat2a	0	1.302003113	0.561	0.221	Sertoli	1.955757768	2.470056527
Syt7	0	1.288390238	0.345	0.013	Sertoli	1.338578597	2.214582057
Hk2	0	1.285001044	0.364	0.034	Sertoli	1.424735171	2.270068418
Cadm1	0	1.280678673	0.515	0.278	Sertoli	1.935029001	2.525551274
Plp1	0	1.28059326	0.328	0.031	Sertoli	1.362110936	2.287933661
Fbrsl1	0	1.275244004	0.377	0.023	Sertoli	1.357774831	2.157952272
Shtn1	0	1.275098868	0.359	0.043	Sertoli	1.366632712	2.213816957
Tmem114	0	1.273770844	0.356	0.009	Sertoli	1.296452108	2.136268557
Jade1	0	1.268155307	0.386	0.042	Sertoli	1.430412985	2.223011309
Zmat1	0	1.264351054	0.344	0.019	Sertoli	1.352176484	2.234628624
Fndc5	0	1.261508217	0.349	0.009	Sertoli	1.291079347	2.147375053
Fuca1	0	1.248624073	0.5	0.282	Sertoli	1.833833319	2.44327927
Myo7a	0	1.248285402	0.332	0.025	Sertoli	1.297520836	2.199251431
1810058I24Rik	0	1.247076207	0.445	0.189	Sertoli	1.643410052	2.339875987
Adgrl1	0	1.242791266	0.337	0.037	Sertoli	1.373709203	2.277823709
Etl4	0	1.240611159	0.324	0.017	Sertoli	1.301480457	2.225775393
Inhbb	0	1.236707956	0.323	0.006	Sertoli	1.256566461	2.171732649
Zc3h7b	0	1.229851647	0.363	0.024	Sertoli	1.315720675	2.141154904
Pabpn1	0	1.228604778	0.354	0.117	Sertoli	1.477307119	2.356690412
Sox4	0	1.227110561	0.346	0.03	Sertoli	1.346995823	2.221103998
Kansl3	0	1.225833067	0.448	0.189	Sertoli	1.629439257	2.318522395
Qpct	0	1.222152998	0.316	0.013	Sertoli	1.273186992	2.213177036
Man2a1	0	1.219556999	0.346	0.057	Sertoli	1.350438301	2.225249958
Akap17b	0	1.217739816	0.338	0.026	Sertoli	1.352179247	2.248163636
Slc47a2	0	1.200886282	0.359	0.076	Sertoli	1.351941909	2.196228174
G3bp2	0	1.200426775	0.575	0.355	Sertoli	2.090321347	2.589970687
Mapre1	0	1.198669985	0.501	0.2	Sertoli	1.733496859	2.33289339
Cmas	0	1.1974497	0.368	0.06	Sertoli	1.360094213	2.183032823
Smim1	0	1.187097413	0.344	0.043	Sertoli	1.323412154	2.197451162
Diap2	0	1.186489154	0.333	0.023	Sertoli	1.2826847	2.177316231
Sema5b	0	1.179475685	0.304	0.038	Sertoli	1.237923393	2.204349437
Phip	0	1.172255927	0.365	0.085	Sertoli	1.500296285	2.355200651
Slc26a2	0	1.164889393	0.311	0.085	Sertoli	1.337896593	2.306090461
Rabep1	0	1.157868404	0.428	0.189	Sertoli	1.604947356	2.331575303
Zdhhc20	0	1.154638881	0.345	0.075	Sertoli	1.352796518	2.23172369
Clcn2	0	1.152510045	0.301	0.035	Sertoli	1.261507479	2.242137111
Gas2l1	0	1.1462887	0.437	0.198	Sertoli	1.527158614	2.224816463
Ctnnal1	0	1.137170374	0.295	0.007	Sertoli	1.163814331	2.135421744
Bcat2	0	1.137072048	0.323	0.017	Sertoli	1.182050908	2.078590166
Mesdc2	0	1.134259061	0.572	0.361	Sertoli	2.092629711	2.596950341
Arid4b	0	1.131445146	0.499	0.285	Sertoli	1.932819419	2.55214346
Syap1	0	1.12992431	0.359	0.068	Sertoli	1.411599152	2.2650012
EGFP	0	1.123130413	0.321	0.041	Sertoli	1.21491536	2.126295968
Rab11fip3	0	1.121769445	0.326	0.039	Sertoli	1.201441745	2.095388726
Tspan17	0	1.118293048	0.289	0.016	Sertoli	1.172087494	2.165920183
Slc52a3	0	1.115235889	0.293	0.005	Sertoli	1.135617647	2.106126975
Las1l	0	1.11410904	0.351	0.055	Sertoli	1.341854567	2.201737282
Adipor1	0	1.113347355	0.48	0.256	Sertoli	1.611659507	2.23596659
Sema6c	0	1.11150545	0.296	0.008	Sertoli	1.140041124	2.103440419
Sys1	0	1.104008404	0.341	0.092	Sertoli	1.356964086	2.247750608
Haus7	0	1.104007765	0.385	0.083	Sertoli	1.330712618	2.107240841
Tbl1x	0	1.100979469	0.374	0.065	Sertoli	1.391922691	2.207378208
Dusp11	0	1.0995136	0.337	0.136	Sertoli	1.393396887	2.300184083
Bcl2l2	0	1.089624303	0.282	0.014	Sertoli	1.132896776	2.134182421
Enpp2	0	1.085685099	0.269	0.005	Sertoli	1.104075345	2.139967789
Lactb	0	1.083661494	0.289	0.018	Sertoli	1.146078197	2.132436292
Aqp8	0	1.083473099	0.213	0.008	Sertoli	1.108445891	2.353926298
Tiam1	0	1.076674501	0.296	0.038	Sertoli	1.14322243	2.106151664
Ctdspl	0	1.072450297	0.317	0.028	Sertoli	1.188567898	2.104810653
AU015836	0	1.061397805	0.28	0.006	Sertoli	1.085240701	2.080507339
Alas2	0	1.060638939	0.241	0.006	Sertoli	1.079654607	2.203676937
Celf1	0	1.056338058	0.382	0.121	Sertoli	1.425731031	2.227325874
Gas7	0	1.049348944	0.306	0.044	Sertoli	1.146718366	2.080600811
Cltb	0	1.038272652	0.293	0.029	Sertoli	1.141930374	2.112879831
Agfg2	0	1.037326935	0.291	0.021	Sertoli	1.117954655	2.088844652
Akr1b3	0	1.036264282	0.337	0.129	Sertoli	1.292381894	2.17925686
Ppm1m	0	1.036099253	0.274	0.024	Sertoli	1.105562798	2.125167121
Kctd14	0	1.030977198	0.264	0.007	Sertoli	1.061816927	2.100796065
Cenpb	0	1.030439363	0.279	0.025	Sertoli	1.12171009	2.131389854
Rhou	0	1.028327313	0.286	0.022	Sertoli	1.088816119	2.064926634
Polr3g	0	1.027212625	0.317	0.041	Sertoli	1.222331632	2.147264013
Abcc1	0	1.023181225	0.278	0.025	Sertoli	1.103588409	2.110600435
Npr1	0	1.015065519	0.298	0.094	Sertoli	1.185052892	2.152785936
Trim26	0	1.012964138	0.304	0.036	Sertoli	1.166126162	2.112179044
Sfxn1	0	1.002288589	0.251	0.018	Sertoli	1.077745349	2.165572052
Pard3b	0	0.996152571	0.228	0.015	Sertoli	1.044943704	2.208147783
Setd8	0	0.995186859	0.334	0.121	Sertoli	1.277910486	2.168963973
Smpx	0	0.992896634	0.299	0.087	Sertoli	1.165680378	2.126673991
Smim10l2a	0	0.991460206	0.269	0.008	Sertoli	1.023466028	2.030620132
Pkd2	0	0.990033011	0.284	0.055	Sertoli	1.13638853	2.134337201
Slc7a4	0	0.984881211	0.264	0.014	Sertoli	1.028453464	2.054225529
Sept9	0	0.984591758	0.27	0.007	Sertoli	1.012298247	2.013937449
1700024P16Rik	0	0.982017606	0.237	0.007	Sertoli	1.001857282	2.111153512
Sh3d19	0	0.980025044	0.259	0.023	Sertoli	1.082361198	2.144096058
Colgalt1	0	0.97957074	0.297	0.04	Sertoli	1.153744603	2.118304262
Sh3gl2	0	0.977887986	0.263	0.013	Sertoli	1.013749152	2.037312608
Aldh7a1	0	0.975621524	0.305	0.038	Sertoli	1.10374218	2.029135545
Abcd3	0	0.975367244	0.303	0.038	Sertoli	1.133983605	2.075008403
N4bp2l1	0	0.973412739	0.25	0.008	Sertoli	1.003704019	2.068157307
Lpar3	0	0.971415535	0.258	0.006	Sertoli	0.992968387	2.02600953
Acsl4	0	0.961296802	0.246	0.015	Sertoli	1.02710843	2.113575216
Anapc5	0	0.961127592	0.377	0.138	Sertoli	1.367709188	2.169770293
Clec12b	0	0.957166455	0.244	0.004	Sertoli	0.971571174	2.043361485
Zmym3	0	0.949292706	0.263	0.044	Sertoli	1.059545794	2.099310456
Itgb5	0	0.947922012	0.259	0.008	Sertoli	0.974568486	1.998975261
Phactr2	0	0.947245701	0.282	0.037	Sertoli	1.066563507	2.047019709
Unc119	0	0.937959915	0.262	0.022	Sertoli	1.011878791	2.037864256
Fbxo21	0	0.934249635	0.295	0.057	Sertoli	1.082026129	2.030667532
Sgk3	0	0.934194999	0.268	0.066	Sertoli	1.061785736	2.085292008
Sytl4	0	0.931865984	0.243	0.01	Sertoli	0.966443818	2.042877929
Pcsk1n	0	0.928674988	0.241	0.019	Sertoli	1.00083414	2.095961071
Mgat4b	0	0.927507378	0.248	0.033	Sertoli	1.004624992	2.077667152
Tyro3	0	0.92461959	0.239	0.007	Sertoli	0.947523421	2.028023847
Sobp	0	0.92007951	0.251	0.021	Sertoli	0.968710466	2.016326369
Shbg	0	0.917573421	0.222	0.002	Sertoli	0.924507103	2.060622071
Wnk3	0	0.910032217	0.236	0.009	Sertoli	0.941422637	2.033086461
Tubb3	0	0.904494813	0.242	0.019	Sertoli	0.964843604	2.044002427
Ddah1	0	0.900543096	0.236	0.01	Sertoli	0.934576789	2.021591043
Creb3	0	0.900434071	0.29	0.075	Sertoli	1.042323204	1.99200741
Dtx1	0	0.897589515	0.252	0.024	Sertoli	0.955833923	1.996674962
Gca	0	0.894990354	0.243	0.022	Sertoli	0.950602524	2.018876655
Cdc42bpb	0	0.881383117	0.239	0.016	Sertoli	0.931850863	2.007421244
Zfp839	0	0.880338472	0.247	0.033	Sertoli	0.974312844	2.038885987
Tmem29	0	0.87424095	0.243	0.024	Sertoli	0.952758109	2.02359904
Gpr55	0	0.860535614	0.205	0.003	Sertoli	0.872475914	2.055098436
Evl	0	0.85318108	0.25	0.034	Sertoli	0.934001465	1.97071243
Slc24a3	0	0.851077554	0.229	0.005	Sertoli	0.871399171	1.957757817
Atp8b2	0	0.839936959	0.221	0.014	Sertoli	0.884602001	2.004203363
Sat2	0	0.838979928	0.215	0.01	Sertoli	0.871537814	2.009028179
Dmrta1	0	0.778947104	0.207	0.003	Sertoli	0.788824845	1.915365357
Peg10	0	0.777949883	0.211	0.005	Sertoli	0.794922958	1.909578791
Abat	2.133E-300	0.784118552	0.219	0.018	Sertoli	0.861394941	1.978983668
Auts2	2.0177E-299	0.860227707	0.244	0.028	Sertoli	0.981617171	2.057402449
Rab12	2.6738E-298	0.867235195	0.247	0.028	Sertoli	0.985225919	2.054100934
Gart	8.7084E-298	0.871799829	0.269	0.053	Sertoli	1.032537399	2.042901444
Uxs1	1.0903E-296	0.837277559	0.253	0.043	Sertoli	0.972694175	2.015428612
Ccdc25	1.49E-296	0.965096433	0.401	0.177	Sertoli	1.517701377	2.291285092
Rnf144a	2.897E-291	0.796868196	0.239	0.037	Sertoli	0.911651898	1.978449294
Gm15459	2.6164E-285	0.770341559	0.24	0.033	Sertoli	0.925426361	1.994844893
Rnf20	1.2489E-281	0.91324509	0.332	0.111	Sertoli	1.26605145	2.159365858
Nfx1	6.1961E-277	0.889325749	0.282	0.065	Sertoli	1.10196207	2.095217251
Nt5c3	3.2417E-268	0.776434344	0.237	0.033	Sertoli	0.899441924	1.967594118
Dcn	0	4.621323028	0.994	0.022	Unknown	4.87547446	4.881342606
Lama2	0	2.263883619	0.782	0.048	Unknown	2.34329619	2.567674869
Ltbp4	0	2.262152767	0.775	0.007	Unknown	2.296417684	2.528881847
Pdgfra	0	2.013148316	0.682	0.009	Unknown	2.047906977	2.389233276
Entpd2	0	1.989829812	0.665	0.006	Unknown	2.014823266	2.376675315
Clec3b	0	1.950704961	0.526	0.008	Unknown	1.967492802	2.541245505
Serpinf1	0	1.949750542	0.618	0.006	Unknown	1.973198063	2.400361078
Thbd	0	1.907699035	0.526	0.003	Unknown	1.92805566	2.499741537
Ecm2	0	1.875893145	0.58	0.007	Unknown	1.901775988	2.382382399
Smoc2	0	1.861789172	0.641	0.164	Unknown	2.129510721	2.530227988
Itih5	0	1.849639299	0.626	0.007	Unknown	1.88106593	2.290988373
C1ra	0	1.760749884	0.612	0.005	Unknown	1.78020699	2.203877314
Tcf21	0	1.750888814	0.566	0.004	Unknown	1.769237659	2.2608425
Nrk	0	1.733317166	0.505	0.005	Unknown	1.752242904	2.346132498
Efemp1	0	1.711298997	0.565	0.004	Unknown	1.725931345	2.216855715
Dpep1	0	1.709150698	0.582	0.006	Unknown	1.7299267	2.194426019
Nbl1	0	1.697649274	0.536	0.004	Unknown	1.715267598	2.252382934
Cped1	0	1.618004083	0.549	0.007	Unknown	1.644631705	2.153578751
Igf2	0	1.611849038	0.464	0.017	Unknown	1.66712632	2.327536623
Adamts2	0	1.599140921	0.523	0.008	Unknown	1.62000906	2.169193955
Lamb2	0	1.56796956	0.533	0.015	Unknown	1.634984818	2.168206224
Slc38a5	0	1.531587812	0.458	0.006	Unknown	1.562288747	2.223336422
Mfap5	0	1.526662899	0.516	0.1	Unknown	1.671293744	2.238151531
S100b	0	1.473910291	0.479	0.006	Unknown	1.499682069	2.112275244
Pdpn	0	1.454923602	0.502	0.004	Unknown	1.47143434	2.03988419
Ms4a4d	0	1.444375835	0.473	0.003	Unknown	1.454077272	2.072166195
Penk	0	1.432197709	0.678	0.384	Unknown	2.245271398	2.599178836
Osr1	0	1.431193886	0.439	0.004	Unknown	1.444476218	2.124882718
Slit3	0	1.425543342	0.482	0.009	Unknown	1.455644639	2.056530332
Bicc1	0	1.404118954	0.496	0.029	Unknown	1.47211566	2.050948674
Col1a1	0	1.404097606	0.441	0.005	Unknown	1.424452663	2.099060063
Naalad2	0	1.398778169	0.517	0.065	Unknown	1.608399057	2.167175863
Sct	0	1.389179463	0.36	0.003	Unknown	1.406992238	2.259087395
Plac8	0	1.379462121	0.426	0.04	Unknown	1.460390176	2.171010837
Mme	0	1.370467496	0.44	0.012	Unknown	1.40576081	2.079232256
Abi3bp	0	1.370365435	0.431	0.004	Unknown	1.386927029	2.075563227
Col6a1	0	1.35105698	0.459	0.004	Unknown	1.36402453	1.993114359
Fbln5	0	1.347828103	0.407	0.006	Unknown	1.365060052	2.100222968
Klhdc8b	0	1.334423839	0.44	0.014	Unknown	1.384890983	2.054101404
C1qtnf7	0	1.325227112	0.42	0.002	Unknown	1.331957672	2.034322343
Add3	0	1.296767122	0.637	0.252	Unknown	1.879996834	2.273733901
Errfi1	0	1.29109762	0.444	0.092	Unknown	1.536446158	2.220083051
Csf1	0	1.252243765	0.413	0.006	Unknown	1.27422755	1.979855459
Gas1	0	1.251473708	0.366	0.004	Unknown	1.272436976	2.080962289
Fkbp9	0	1.23902908	0.434	0.018	Unknown	1.312093373	1.980531736
Golim4	0	1.222710867	0.405	0.022	Unknown	1.297426356	2.023896144
Fkbp7	0	1.209400352	0.492	0.174	Unknown	1.522170412	2.114638359
Trib2	0	1.177437551	0.367	0.005	Unknown	1.196113718	1.985243139
Maob	0	1.175507861	0.376	0.004	Unknown	1.193472061	1.962016745
Ccdc80	0	1.173873252	0.346	0.005	Unknown	1.193031622	2.033174678
Lbp	0	1.167454311	0.363	0.004	Unknown	1.182812385	1.979466654
Kdelc2	0	1.16712449	0.41	0.013	Unknown	1.223628956	1.924652607
Calu	0	1.144495141	0.434	0.043	Unknown	1.29984283	1.9660647
Arx	0	1.120407199	0.345	0.003	Unknown	1.128926625	1.955934873
Gstt1	0	1.114616034	0.351	0.004	Unknown	1.126364336	1.937039411
Cbx5	0	1.113594004	0.615	0.331	Unknown	1.834206011	2.257576648
Fmo2	0	1.100003445	0.301	0.002	Unknown	1.107273897	2.046192257
Pros1	0	1.094245456	0.391	0.039	Unknown	1.202273893	1.938353713
Plxdc2	0	1.07869059	0.338	0.008	Unknown	1.100150432	1.935163729
Hspa12a	0	1.062864212	0.336	0.038	Unknown	1.121613891	1.968389158
Rtn4rl1	0	1.061499626	0.346	0.007	Unknown	1.082478446	1.892159593
Socs3	0	1.060089133	0.252	0.005	Unknown	1.082425105	2.169575319
Lamc3	0	1.059956123	0.336	0.004	Unknown	1.071116345	1.903494791
Morf4l2	0	1.052187925	0.429	0.056	Unknown	1.234410113	1.898939732
Slc1a5	0	1.049012064	0.354	0.021	Unknown	1.095263864	1.889837555
Spock2	0	1.047409801	0.475	0.188	Unknown	1.432605087	2.042640254
Wisp2	0	1.042210126	0.261	0.002	Unknown	1.048845229	2.09170299
Cxcl14	0	1.039131953	0.244	0.002	Unknown	1.046135581	2.149728509
Pdlim1	0	1.02943435	0.336	0.017	Unknown	1.081275417	1.917777771
Fmo1	0	1.018960106	0.32	0.002	Unknown	1.025970985	1.886750583
Ddah2	0	1.009098024	0.365	0.024	Unknown	1.109305247	1.88199628
Rab34	0	0.997977227	0.351	0.02	Unknown	1.08585248	1.885449452
Ikbip	0	0.996806877	0.331	0.012	Unknown	1.04357829	1.88152293
Ltbp1	0	0.992179803	0.313	0.01	Unknown	1.032052432	1.913087417
1500012F01Rik	0	0.990732539	0.372	0.061	Unknown	1.186612756	1.962925676
Plin3	0	0.988986836	0.39	0.058	Unknown	1.157737554	1.885538767
Nfix	0	0.981068737	0.351	0.034	Unknown	1.084390545	1.882482207
Csrp1	0	0.981046738	0.325	0.006	Unknown	1.00113378	1.840729397
Gnai1	0	0.980999291	0.352	0.045	Unknown	1.169941082	1.989686572
Slmap	0	0.979222818	0.471	0.205	Unknown	1.510034243	2.138284949
Col4a3	0	0.974371901	0.29	0.011	Unknown	1.012047827	1.952030569
Islr	0	0.970944403	0.293	0.002	Unknown	0.979243263	1.898283805
Olfml3	0	0.962176952	0.283	0.006	Unknown	0.983074933	1.931688223
Egflam	0	0.958999039	0.352	0.116	Unknown	1.133622216	1.94290737
Lnx1	0	0.956922797	0.271	0.004	Unknown	0.969056932	1.950244889
